Perovskite_dimension_3D,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_band_gap
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbI,Cs0.05FA0.15MA0.8PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
TRUE,TRUE,CsFAPbI,Cs0.1FA0.9PbI3,
FALSE,FALSE,(PMA)CuBr,(PMA)2CuBr4,1.81
FALSE,FALSE,(PMA)CuBr,(PMA)2CuBr4,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBrI2,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.78MA0.14PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.08FA0.78MA0.14PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,FALSE,MABiI,MA3Bi2I9,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.83MA0.12PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.83MA0.12PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.83MA0.12PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.83MA0.12PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.83MA0.12PbBr0.45I2.55,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsPbI,CsPbI3,1.73
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbBrI,MAPbBr0.6I2.4,1.65
TRUE,TRUE,MAPbBrI,MAPbBr1.2I1.8,1.74
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbBrI,MAPbBr0.6I2.4,1.7
TRUE,TRUE,MAPbBrI,MAPbBr1.2I1.8,1.83
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsFAPbBrI,Cs0.25FA0.75PbBr0.6I2.4,1.68
TRUE,TRUE,CsPbBrI,CsPbBrI2,1.92
TRUE,TRUE,CsPbBrI,CsPbBrI2,1.92
TRUE,TRUE,MABiI,MA3Bi2I9,
TRUE,TRUE,MABiI,MA3Bi2I9,
TRUE,TRUE,CsPbBr,CsPbBr3,2.3
TRUE,FALSE,CsPbBr | CsPbBr,CsPbBr3 | CsPbBr3,2.3
TRUE,FALSE,CsPbBr | CsPbBrI,CsPbBr3 | CsPbBr2I,2.3
TRUE,FALSE,CsPbBr | CsPbBrI,CsPbBr3 | CsPbBrI2,2.3
TRUE,FALSE,CsPbBr | CsPbI,CsPbBr3 | CsPbI3,2.3
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.8MA0.8PbBr0.06I2.96,
TRUE,TRUE,FAMAPbBrI,FA0.8MA0.8PbBr0.06I2.96,
TRUE,TRUE,FAMAPbBrI,FA0.8MA0.8PbBr0.06I2.96,
TRUE,TRUE,FAMAPbBrI,FA0.8MA0.8PbBr0.06I2.96,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.5PbBr0.25I2.75,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.5PbBr0.25I2.75,
TRUE,TRUE,CsPbBrI,CsPbBrI2,
TRUE,TRUE,CsPbBrI | BACsPbBrI,CsPbBrI2 | BA2CsPb2BrI6,
TRUE,TRUE,CsPbBrI | BACsPbBrI,CsPbBrI2 | BA2CsPb2BrI6,
TRUE,TRUE,CsPbBrI | BACsPbBrI,CsPbBrI2 | BA2CsPb2BrI6,
TRUE,TRUE,CsPbBrI | BACsPbBrI,CsPbBrI2 | BA2CsPb2BrI6,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsPbI,CsPbI3,1.72
TRUE,TRUE,CsPbI,CsPbI3,1.72
TRUE,TRUE,CsPbI,CsPbI3,1.72
TRUE,TRUE,CsPbI,CsPbI3,1.72
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
FALSE,FALSE,(BEA)MAPbI,(BEA)0.5MA3Pb3I10,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,(BEA)CsFAMAPbBrI,(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,BACsFAMAPbBrI,BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,(BEA)CsFAMAPbBrI,(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,BACsFAMAPbBrI,BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,(BEA)CsFAMAPbBrI,(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,BACsFAMAPbBrI,BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,(BEA)CsFAMAPbBrI,(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83,
FALSE,FALSE,BACsFAMAPbBrI,BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbBr,CsPbBr3,
FALSE,TRUE,CsPbI,CsPbI3,1.76
FALSE,TRUE,CsPbI,CsPbI3,1.76
FALSE,TRUE,FAPbI,FAPbI3,1.52
FALSE,TRUE,FAPbI,FAPbI3,1.52
FALSE,FALSE,CsPbI | FAPbI,CsPbI3 | FAPbI3,
FALSE,FALSE,CsPbI | FAPbI,CsPbI3 | FAPbI3,
TRUE,FALSE,CsBiI,CsBi3I10,1.78
TRUE,FALSE,CsBiI,CsBi3I10,1.78
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.38MA0.57PbBr0.2I2.8,
FALSE,FALSE,(PEA)MAPbI,(PEA)0.33MA0.67PbI3,
FALSE,FALSE,(PEA)MAPbI,(PEA)0.33MA0.67PbI3,
FALSE,FALSE,(PEA)MAPbI,(PEA)0.33MA0.67PbI3,
FALSE,FALSE,(PEA)MAPbI,(PEA)0.33MA0.67PbI3,
FALSE,FALSE,(PEA)MAPbI,(PEA)0.33MA0.67PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.56
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.024MA0.976PbBrI2.955,
TRUE,TRUE,FAMAPbBrI,FA0.048MA0.952PbBrI2.91,
TRUE,TRUE,FAMAPbBrI,FA0.048MA0.952PbBrI2.91,
TRUE,TRUE,FAMAPbBrI,FA0.048MA0.952PbBrI2.91,
TRUE,TRUE,FAMAPbBrI,FA0.072MA0.928PbBrI2.86,
TRUE,TRUE,FAMAPbBrI,FA0.1MA0.9PbBrI2.8,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBr0.3I2.9,1.589
TRUE,TRUE,FAMAPbBrI,FA0.1MA0.9PbBr0.3I2.9,1.592
TRUE,TRUE,FAMAPbBrI,FA0.2MA0.8PbBr0.3I2.9,1.59
TRUE,TRUE,FAMAPbBrI,FA0.3MA0.7PbBr0.3I2.9,1.58
TRUE,TRUE,FAMAPbBrI,FA0.1MA0.9PbBr0.3I2.9,1.58
TRUE,TRUE,CsFAMAPbBrI,Cs0.06FA0.79MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.06FA0.79MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.59
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.59
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.59
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,FAMAPbI,FA0.2MA0.8PbI3,
TRUE,TRUE,CsPbBrI,CsPbBr2I,2.07
TRUE,TRUE,CsPbBrI,CsPbBr2I,2.07
TRUE,TRUE,FAMAPbI,FA0.85MA0.15PbI3,
TRUE,TRUE,FAMAPbI,FA0.85MA0.15PbI3,
TRUE,TRUE,FAMAPbI,FA0.85MA0.15PbI3,
TRUE,TRUE,FAMAPbI,FA0.85MA0.15PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
FALSE,FALSE,BAMAPbI,BA2MA3Pb4I13,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
FALSE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.3I2.7,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
FALSE,FALSE,(PDMA)MAPbI,(PDMA)MA5Pb6I19,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbI,Cs0.06FA0.94PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
